x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,Digit
0.18824058771133423,0.2930702269077301,0.38654908537864685,0.45208051800727844,0.4976764917373657,0.3852247893810272,0.4390205442905426,0.4849812388420105,0.5201269388198853,0.35868141055107117,0.4195805788040161,0.47198861837387085,0.5057859420776367,0.33224180340766907,0.39575374126434326,0.4498213827610016,0.4878648519515991,0.3086533546447754,0.36868712306022644,0.4120311737060547,0.4474515914916992,0.6586754322052002,0.6842066049575806,0.6583408713340759,0.684707760810852,0.735711932182312,0.43903425335884094,0.3604851961135864,0.3466010093688965,0.3545302152633667,0.41861221194267273,0.33368852734565735,0.3233376741409302,0.34119415283203125,0.4109182059764862,0.3275587558746338,0.31447911262512207,0.32715892791748047,0.4205051064491272,0.35400596261024475,0.3262823224067688,0.32092922925949097,4.64166504343666e-07,0.026689840480685234,0.03807666152715683,0.034726571291685104,0.029950564727187157,0.08025486022233963,0.07914059609174728,0.06653761863708496,0.056710418313741684,0.04802968353033066,0.04762498289346695,0.03398669511079788,0.025122826918959618,0.010456990450620651,0.0069446684792637825,-8.317253377754241e-05,-0.0038148032035678625,-0.028523331508040428,-0.03494893014431,-0.036627575755119324,-0.036712661385536194,heart
0.18351618945598602,0.28990304470062256,0.38649511337280273,0.45770081877708435,0.5031642317771912,0.38581860065460205,0.4444331228733063,0.490690141916275,0.5221592783927917,0.3604213297367096,0.4289214313030243,0.4797939658164978,0.511070191860199,0.33493301272392273,0.40470147132873535,0.4595557451248169,0.49579858779907227,0.31172385811805725,0.3761585056781769,0.4233095049858093,0.4603029787540436,0.6535041928291321,0.6786801218986511,0.6526870727539062,0.6801122426986694,0.7319372892379761,0.43413397669792175,0.35581332445144653,0.35055381059646606,0.37005895376205444,0.4155921936035156,0.33759087324142456,0.3424803614616394,0.3740755617618561,0.4083259105682373,0.3322529196739197,0.3326483964920044,0.35770899057388306,0.419964075088501,0.3580387234687805,0.33770275115966797,0.34094664454460144,6.113111226113688e-07,0.026959752663969994,0.03300159424543381,0.023028958588838577,0.010286680422723293,0.07743105292320251,0.07461873441934586,0.060962531715631485,0.0506688617169857,0.0433172807097435,0.040134258568286896,0.023762773722410202,0.014241411350667477,0.004638346843421459,0.0008446213323622942,-0.005531529430299997,-0.008372318930923939,-0.035309478640556335,-0.04031461104750633,-0.039712004363536835,-0.037556760013103485,heart
0.1635623276233673,0.25879454612731934,0.36041009426116943,0.44010353088378906,0.4861617684364319,0.3495388925075531,0.43221786618232727,0.4836503565311432,0.513800859451294,0.3146156370639801,0.40651726722717285,0.4562147557735443,0.47977909445762634,0.28958141803741455,0.3680991232395172,0.41650816798210144,0.4454313814640045,0.2750341594219208,0.3390673100948334,0.3778296411037445,0.4047788381576538,0.6411140561103821,0.665534496307373,0.6501583456993103,0.6812421083450317,0.7285884022712708,0.42509835958480835,0.3399009704589844,0.3463788628578186,0.3753054738044739,0.3941245973110199,0.3171604871749878,0.33681434392929077,0.37749743461608887,0.3913651704788208,0.33088335394859314,0.34614312648773193,0.3734673857688904,0.4075166881084442,0.35582876205444336,0.35651564598083496,0.36933237314224243,1.0003044508266612e-06,-0.047408025711774826,-0.06183934584259987,-0.06602639704942703,-0.06484973430633545,-0.020057767629623413,-0.014167023822665215,-0.011196847073733807,-0.00574469706043601,0.007938738912343979,0.024322696030139923,0.031062984839081764,0.037864554673433304,0.03243999183177948,0.04927157238125801,0.05210939422249794,0.055157847702503204,0.05193197727203369,0.06409287452697754,0.07080042362213135,0.07886121422052383,heart
0.1660827398300171,0.26207950711250305,0.3660397529602051,0.44602832198143005,0.4899223744869232,0.35806214809417725,0.4329131841659546,0.4824162721633911,0.5130525231361389,0.3242613673210144,0.408004492521286,0.4592769742012024,0.48638075590133667,0.297040730714798,0.37310779094696045,0.4245646297931671,0.45792442560195923,0.27681291103363037,0.3407853841781616,0.3813037872314453,0.41171425580978394,0.6548221707344055,0.6709515452384949,0.6491886973381042,0.6766114234924316,0.7225728034973145,0.42453983426094055,0.3416716456413269,0.3455057740211487,0.3718971610069275,0.40125495195388794,0.3215519189834595,0.33652403950691223,0.37764257192611694,0.40192556381225586,0.33657124638557434,0.3440588712692261,0.37057340145111084,0.4213911294937134,0.3639678657054901,0.35408395528793335,0.362119197845459,8.884943554221536e-07,-0.02737344615161419,-0.03699640557169914,-0.04442727193236351,-0.0489160418510437,0.011455469764769077,0.01291008573025465,0.006995875854045153,0.005254081916064024,0.021129151806235313,0.032639775425195694,0.031257513910532,0.03225276619195938,0.026444341987371445,0.03914256766438484,0.04030844196677208,0.04221975803375244,0.027306213974952698,0.03784498944878578,0.046369168907403946,0.055307693779468536,heart
0.13896991312503815,0.23785832524299622,0.33871954679489136,0.4167301058769226,0.461358904838562,0.3172971308231354,0.3886946141719818,0.4394654631614685,0.4741156995296478,0.28471869230270386,0.36654436588287354,0.4178050458431244,0.4530785083770752,0.26333123445510864,0.3397146463394165,0.38682520389556885,0.4218650162220001,0.2539127767086029,0.3195638954639435,0.3592071235179901,0.3913477063179016,0.6513606905937195,0.655003011226654,0.6349141001701355,0.6632663011550903,0.7051230072975159,0.4275065064430237,0.3462793231010437,0.3366997539997101,0.3516283631324768,0.4043557643890381,0.32252466678619385,0.32479625940322876,0.35175466537475586,0.4048740863800049,0.34104791283607483,0.34124451875686646,0.35694795846939087,0.4203571379184723,0.3698326051235199,0.3632541298866272,0.368378221988678,8.952627581493289e-07,-0.03695427253842354,-0.044864170253276825,-0.04560285806655884,-0.04174891486763954,0.004560271743685007,0.013896114192903042,0.016049696132540703,0.019887331873178482,0.02649560011923313,0.04567641764879227,0.05162494629621506,0.056445974856615067,0.043841104954481125,0.05990709364414215,0.061079733073711395,0.0625363364815712,0.05658426880836487,0.06826833635568619,0.07412471622228622,0.08078015595674515,heart
0.14088661968708038,0.23818984627723694,0.33996710181236267,0.4184441566467285,0.463878870010376,0.31337228417396545,0.38615065813064575,0.43833813071250916,0.47456178069114685,0.27994149923324585,0.3637259602546692,0.4158405065536499,0.44813746213912964,0.25893089175224304,0.3343670964241028,0.38215309381484985,0.4149092137813568,0.2517789900302887,0.3143790662288666,0.35455599427223206,0.38437122106552124,0.642294704914093,0.6616897583007812,0.6362984776496887,0.6550272107124329,0.6956377625465393,0.43008825182914734,0.3442732095718384,0.33610668778419495,0.351528525352478,0.40192779898643494,0.31992286443710327,0.32672232389450073,0.35644787549972534,0.4007619619369507,0.33577069640159607,0.34040701389312744,0.35931822657585144,0.4157211184501648,0.36074507236480713,0.35752081871032715,0.3677196502685547,9.071038107322238e-07,-0.038664791733026505,-0.045200228691101074,-0.042826808989048004,-0.0352812297642231,-0.006446467246860266,0.0036508524790406227,0.00831022672355175,0.01414002850651741,0.0191251989454031,0.0374801866710186,0.04464780166745186,0.051558028906583786,0.0413951501250267,0.05831243470311165,0.05996527522802353,0.06233292073011398,0.05949055030941963,0.07147800922393799,0.07686738669872284,0.08386199921369553,heart
0.13329289853572845,0.2503337562084198,0.3312029540538788,0.3944399058818817,0.4441526532173157,0.30343231558799744,0.34490761160850525,0.38854023814201355,0.4233756959438324,0.2792249023914337,0.33157551288604736,0.38169679045677185,0.4174730181694031,0.26028159260749817,0.32104164361953735,0.3805887997150421,0.4229617118835449,0.24994316697120667,0.32054632902145386,0.37556204199790955,0.4202735424041748,0.6637632250785828,0.654823899269104,0.6229858994483948,0.6386040449142456,0.6724651455879211,0.43137991428375244,0.3521212637424469,0.3318011164665222,0.33478066325187683,0.411846399307251,0.31390318274497986,0.30110353231430054,0.32372456789016724,0.40533748269081116,0.31339147686958313,0.3064132630825043,0.3281480073928833,0.4176592528820038,0.3533526659011841,0.3409542441368103,0.3478967845439911,5.150938022779883e-07,0.06257430464029312,0.08872587233781815,0.09066852927207947,0.08946486562490463,0.14041461050510406,0.1603306233882904,0.16050127148628235,0.15683157742023468,0.08977694064378738,0.10297313332557678,0.09563486278057098,0.09080788493156433,0.034452423453330994,0.03748408332467079,0.03269759193062782,0.03044823743402958,-0.019773920997977257,-0.026584312319755554,-0.02974051982164383,-0.030493702739477158,heart
0.13274934887886047,0.24425150454044342,0.3278813064098358,0.3925023376941681,0.443065345287323,0.30061379075050354,0.34160545468330383,0.3855189085006714,0.4207685887813568,0.2786071002483368,0.3291746973991394,0.38010674715042114,0.4129599332809448,0.2607439160346985,0.3223903477191925,0.38060256838798523,0.41842302680015564,0.25245383381843567,0.3216439187526703,0.3751772344112396,0.41754478216171265,0.6629399657249451,0.6592596173286438,0.6259024143218994,0.63935387134552,0.671482264995575,0.42729586362838745,0.34114059805870056,0.3262820243835449,0.33797258138656616,0.4101928770542145,0.306768000125885,0.29827481508255005,0.3284651041030884,0.40579599142074585,0.31355929374694824,0.30830317735671997,0.3344278335571289,0.41903162002563477,0.3567578196525574,0.34241682291030884,0.3486749529838562,5.01549948239699e-07,0.046933364123106,0.06448013335466385,0.06198348477482796,0.05836358666419983,0.10886470228433609,0.11712915450334549,0.11146179586648941,0.10626516491174698,0.0670900046825409,0.07278867065906525,0.0648500919342041,0.06074348837137222,0.02061215601861477,0.02039973810315132,0.01625453494489193,0.015214710496366024,-0.025716520845890045,-0.03124297969043255,-0.032660115510225296,-0.03161200135946274,heart
0.1316068321466446,0.24210405349731445,0.3270150125026703,0.3926215171813965,0.44426417350769043,0.29932668805122375,0.34320762753486633,0.38783663511276245,0.42380937933921814,0.27575451135635376,0.32828906178474426,0.37922924757003784,0.41324934363365173,0.2572261393070221,0.3204486668109894,0.3776700794696808,0.4154580533504486,0.24909260869026184,0.3185918629169464,0.3714478611946106,0.41355156898498535,0.6626637578010559,0.6582386493682861,0.6263762712478638,0.6400343179702759,0.6721662282943726,0.42779040336608887,0.34428268671035767,0.32841867208480835,0.33792969584465027,0.4104048013687134,0.30663082003593445,0.29690021276474,0.3250301778316498,0.40711987018585205,0.31553345918655396,0.30948126316070557,0.3336843252182007,0.42148008942604065,0.3594467341899872,0.34405258297920227,0.3484137952327728,5.191789114178391e-07,0.04241450875997543,0.0572197325527668,0.053501978516578674,0.04904212802648544,0.10002468526363373,0.1068490669131279,0.10083740204572678,0.0956292375922203,0.06099176034331322,0.0661223828792572,0.059205565601587296,0.05567513406276703,0.017430977895855904,0.016877667978405952,0.014065008610486984,0.013926888816058636,-0.02618817798793316,-0.03107178583741188,-0.03115319088101387,-0.0291461069136858,heart
0.13234184682369232,0.24768653512001038,0.32938143610954285,0.39378875494003296,0.44362393021583557,0.30095112323760986,0.3477572500705719,0.3922082483768463,0.4271027445793152,0.27519282698631287,0.32826659083366394,0.3782136142253876,0.4119381010532379,0.2556811571121216,0.31674307584762573,0.3727705180644989,0.40993526577949524,0.24722722172737122,0.315796434879303,0.36743494868278503,0.4087454080581665,0.6654676795005798,0.6592642068862915,0.6272708177566528,0.6411615014076233,0.6712721586227417,0.42792895436286926,0.34779465198516846,0.33005374670028687,0.33798813819885254,0.4095425605773926,0.30734390020370483,0.2961185574531555,0.3250060975551605,0.4060819745063782,0.3154410421848297,0.30715107917785645,0.3296325206756592,0.42209169268608093,0.3590317964553833,0.34139367938041687,0.3444371223449707,5.709120500796416e-07,0.05177105590701103,0.07141056656837463,0.07003205269575119,0.06738713383674622,0.11883620172739029,0.1335143893957138,0.13220861554145813,0.12951388955116272,0.07492136210203171,0.08710097521543503,0.08343808352947235,0.08217010647058487,0.02644597925245762,0.03172875568270683,0.03270960971713066,0.03462383896112442,-0.021916737779974937,-0.024183420464396477,-0.02239943854510784,-0.01902420073747635,heart
